Global_ID,Plot,ENTRY,REP,IBLK,Rng,Pas,Name,Identity1,Pedigree,Trial,Origin,Selection,Description1,Year,Location,Planter,Harvester,PLOTWT,MOIST,FLWR,HT,LDG,MTR,DS,P_FT,NOTES,yield,CBB,DD,SDWT2,StandCount_gr,boxes_gt,pred_count_01,boxes_gt_10m_6_13_22,pred_count_7m_6_10_22,plant_pop_total,avg_dist_plot,2pl_plot,gap_plant_plot
2202_2001,2001,26,2,1,1,20,N21523,NA,N17504/B15430,2202,18N152-08-06,20T2192,18A0152-18L149-18-19T242-19T1113-20T2192,2022,SVREC,260,20,1211.11,21.69,50,47,3,100,2,16,NA,20.85,1,4,20.31,155,131,114,103,75,131,8.025521695,10,8
2202_2002,2002,2,2,1,1,21,N20388,NA,B15430/N14229,2202,18B224-01-01,19-20T635,18A0224-18L221-18-19T548-19T1246-19-20T635,2022,SVREC,261,21,1274.62,21.08,47,42,1,101,2,16,NA,22.11,3,1,20.96,145,128,110,99,69,128,8.213306852,16,9
2202_2003,2003,20,2,1,1,22,N21510,NA,N15306/N14229,2202,18N118-02-02,20T2079,18A0118-18L116-18-19T75-19T1037-20T2079,2022,SVREC,286,22,1601.21,19.75,49,45,3,101,2,16,NA,28.24,1,3,20.58,148,130,107,104,67,130,7.96908372,20,13
2202_2004,2004,18,2,1,1,23,N21525,NA,N17506/N14229,2202,18N155-06-02,20T2214,18A0155-18L152-18-19T268-19T1126-20T2214,2022,SVREC,287,23,1474.2,19.18,48,48,2,100,2,16,NA,26.19,1,2,17.58,154,145,123,112,80,145,7.250938054,18,6
2202_2005,2005,23,2,1,1,24,N21526,NA,N17506/N14229,2202,18N155-07-02,20T2219,18A0155-18L152-18-19T269-19T1127-20T2219,2022,SVREC,312,24,1614.82,18.86,49,49,2,100,2,16,NA,28.8,1,2,19.52,145,118,104,99,67,118,8.584801237,15,11
2202_2006,2006,13,2,2,2,20,N18103,NA,N13120/PR00806-81,2202,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,2022,SVREC,259,381,789.26,20.71,49,41,4,102,3,16,NA,13.76,1,4,21.59,142,120,112,105,71,120,8.674996768,3,10
2202_2007,2007,3,2,2,2,21,N20395,NA,B16504/N17504,2202,18B245-01-01,19-20T769,18A0245-18L241-18-19T681-19T1318-19-20T769,2022,SVREC,262,380,1238.33,19.84,49,50,2,101,3,16,NA,21.82,2,4,19.13,148,136,119,102,75,136,7.850458445,4,5
2202_2008,2008,8,2,2,2,22,N19284,NA,G14505/X16708,2202,16G318-07-R109-01,18-19T1462,16A3002-17L302-18T1919-18-19T1462,2022,SVREC,285,379,1283.69,20.97,52,58,4,102,3,16,NA,22.3,2,3,18.33,141,136,114,106,72,136,7.931629552,5,9
2202_2009,2009,4,2,2,2,23,N19277,NA,N14229/N14218,2202,17N113-05-R109-02,18-19T1452,17A0113-17L143-18T1903-18-19T1452,2022,SVREC,288,378,1555.85,19.06,47,38,1,100,3,16,NA,27.68,1,5,20.01,154,126,105,98,65,126,8.249120429,8,11
2202_2010,2010,27,2,2,2,24,N21524,NA,N17504/B17106,2202,18N153-04-04,20T2196,18A0153-18L150-18-19T248-19T1116-20T2196,2022,SVREC,311,377,1406.16,19.9,49,49,2,100,2,16,NA,24.76,3,3,20.2,153,121,117,96,65,121,7.92193613,13,11
2202_2011,2011,11,2,3,3,20,N18122,NA,N15334/N15335,2202,16N153-02-02,17-18T500,16A0153-16L149-16-17T149-17T1077-17-18T500,2022,SVREC,258,420,821.02,19.78,50,59,3,102,4,16,NA,14.48,3,3,23.99,145,131,108,106,72,131,8.227339951,10,11
2202_2012,2012,12,2,3,3,21,N20384,NA,N14229/N17506,2202,18N108-02-03,19-20T432,18A0108-18L163-18-19T299-19T1138-19-20T432,2022,SVREC,263,421,1301.83,19.16,50,50,3,100,4,16,NA,23.13,3,4,18.33,145,141,109,106,70,141,7.438522658,26,8
2202_2013,2013,7,2,3,3,22,N19246,NA,N15331/N16405,2202,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,2022,SVREC,284,422,1642.03,19.04,49,42,3,100,4,16,NA,29.22,1,2,21.07,145,136,106,100,60,136,7.849103819,23,15
2202_2014,2014,17,2,3,3,23,I22001,LIBERTY,LIBERTY,2202,Provita 15095,NA,NA,2022,SVREC,289,423,1388.02,18.98,47,42,2,101,4,16,NA,24.72,2,2,23.3,142,127,105,96,66,127,7.647950887,13,7
2202_2015,2015,24,2,3,3,24,N21514,NA,N15306/N17504,2202,18N121-09-03,20T2102,18A0121-18L119-18-19T102-19T1049-20T2102,2022,SVREC,310,424,1474.2,19.37,50,46,2,100,4,16,NA,26.13,3,2,17.91,145,130,110,102,72,130,8.226193674,16,13
2202_2016,2016,25,2,4,4,20,N21532,NA,B16504/B11519,2202,18B232-03-05,20T2352,18A0232-18L229-18-19T606-19T1278-20T2352,2022,SVREC,257,781,1487.81,19.62,51,49,2,100,4,16,NA,26.29,1,1,20.74,142,125,109,103,61,125,8.229247516,11,12
2202_2017,2017,9,2,4,4,21,N19243,NA,N15331/N16405,2202,17N136-01-01,18-19T398,17A0136-17L164-17-18T359-18T1110-18-19T398,2022,SVREC,264,780,1424.3,19.89,50,43,2,97,4,16,NA,25.08,1,3,22.43,153,143,114,110,61,143,7.509581805,15,7
2202_2018,2018,1,2,4,4,22,N20401,NA,B16505/N17504,2202,18B258-01-01,19-20T803,18A0258-18L254-18-19T754-19T1354-19-20T803,2022,SVREC,283,779,1569.46,19.75,50,52,1,101,4,16,NA,27.68,1,2,19.93,145,126,97,100,53,126,8.487220355,12,13
2202_2019,2019,19,2,4,4,23,N21520,NA,N17504/N14229,2202,18N147-03-02,20T2159,18A0147-18L144-18-19T199-19T1090-20T2159,2022,SVREC,290,778,1424.3,19.2,50,54,1,97,4,16,NA,25.3,2,2,19.33,121,107,86,85,67,107,9.050481199,9,16
2202_2020,2020,16,2,4,4,24,I21920,HMS BOUNTY,HMS BOUNTY,2202,"Provita, 12047",NA,navy,2022,SVREC,309,777,1211.11,19.67,49,46,1,100,4,16,NA,21.38,4,3,19.84,122,105,98,87,60,105,10.13845395,4,20
2202_2021,2021,30,2,5,5,20,N21503,NA,N14218/N17504,2202,18N102-01-01,20T2015,18A0102-18L102-18-19T9-19T1005-20T2015,2022,SVREC,256,820,1324.51,19.94,51,51,2,100,4,16,NA,23.31,2,3,17.01,154,133,113,100,64,133,8.192483535,16,13
2202_2022,2022,6,2,5,5,21,N18105,NA,N13131/N14201,2202,16N107-04-03,17-18T454,16A0107-16L106-16-17T25-17T1013-17-18T454,2022,SVREC,265,821,1610.28,19.14,50,42,2,100,4,16,NA,28.62,2,2,21.35,166,151,112,110,90,151,7.191027825,19,6
2202_2023,2023,29,2,5,5,22,N21513,NA,N15306/N16405,2202,18N120-03-01,20T2096,18A0120-18L118-18-19T90-19T1044-20T2096,2022,SVREC,282,822,1369.87,19.7,51,45,2,99,4,16,NA,24.18,2,3,19.76,149,129,106,108,76,129,8.361708304,9,9
2202_2024,2024,15,2,5,5,23,N11283,ALPENA,"MEDALIST/N08003, ALPENA",2202,09N058 -05-05,NA,NA,2022,SVREC,291,823,1152.14,19.59,49,48,2,100,4,16,NA,20.36,2,3,18.9,130,121,102,96,63,121,8.827115647,14,18
2202_2025,2025,10,2,5,5,24,N20317,NA,N14218/N17504,2202,18N102-06-05,19-20T218,18A0102-18L102-18-19T14-19T1007-19-20T218,2022,SVREC,308,824,1261.01,18.86,52,48,2,97,4,16,NA,22.49,1,3,20.44,160,140,114,109,68,140,7.64330701,11,5
2202_2026,2026,22,2,6,6,20,N21522,NA,N17504/B15430,2202,18N152-08-04,20T2190,18A0152-18L149-18-19T242-19T1113-20T2190,2022,SVREC,255,1181,1256.47,19.92,51,52,2,100,4,16,NA,22.12,3,3,18.42,158,146,116,103,72,146,7.423282104,12,9
2202_2027,2027,14,2,6,6,21,N22639,NA,B19330/B19302,2202,20B289-01-06,21-22T987,20A0289-20L285-20-21T735-21T1445-21-22T987,2022,SVREC,266,1180,1365.34,19.84,50,50,2,99,4,16,NA,24.06,2,2,20.71,135,125,104,102,67,125,8.012510608,16,8
2202_2028,2028,28,2,6,6,22,N21528,NA,N17506/B15430,2202,18N158-01-02,20T2225,18A0158-18L155-18-19T283-19T1132-20T2225,2022,SVREC,281,1179,1088.64,20.55,50,52,3,97,4,16,NA,19.01,3,3,19.92,148,150,107,108,76,150,7.414153755,21,7
2202_2029,2029,5,2,6,6,23,N20404,NA,B16505/N17504,2202,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,2022,SVREC,292,1178,1292.76,19.78,49,45,3,96,4,16,NA,22.79,2,3,22.58,140,129,107,106,63,129,8.342764789,5,8
2202_2030,2030,21,2,6,6,24,N21511,NA,N15306/N15337,2202,18N119-06-02,20T2083,18A0119-18L117-18-19T87-19T1042-20T2083,2022,SVREC,307,1177,1319.98,19.73,49,49,2,97,4,16,NA,23.29,1,2,21.7,157,137,116,112,77,137,7.831825131,8,5
2202_3001,3001,30,3,1,7,15,N21503,NA,N14218/N17504,2202,18N102-01-01,20T2015,18A0102-18L102-18-19T9-19T1005-20T2015,2022,SVREC,189,1215,1546.78,19.3,51,45,2,97,5,16,NA,27.44,2,3,17.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3002,3002,21,3,1,7,16,N21511,NA,N15306/N15337,2202,18N119-06-02,20T2083,18A0119-18L117-18-19T87-19T1042-20T2083,2022,SVREC,202,1216,1428.84,19.59,52,44,2,97,5,16,NA,25.25,2,2,22.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3003,3003,11,3,1,7,17,N18122,NA,N15334/N15335,2202,16N153-02-02,17-18T500,16A0153-16L149-16-17T149-17T1077-17-18T500,2022,SVREC,215,1217,1111.32,19.62,51,52,2,101,5,16,NA,19.63,2,2,25.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3004,3004,8,3,1,7,18,N19284,NA,G14505/X16708,2202,16G318-07-R109-01,18-19T1462,16A3002-17L302-18T1919-18-19T1462,2022,SVREC,228,1218,1419.77,19.92,52,51,2,101,5,16,NA,24.99,2,3,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3005,3005,26,3,1,7,19,N21523,NA,N17504/B15430,2202,18N152-08-06,20T2192,18A0152-18L149-18-19T242-19T1113-20T2192,2022,SVREC,241,1219,1301.83,20.2,50,42,2,100,5,16,NA,22.83,3,1,20.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3006,3006,14,3,2,8,15,N22639,NA,B19330/B19302,2202,20B289-01-06,21-22T987,20A0289-20L285-20-21T735-21T1445-21-22T987,2022,SVREC,190,1586,1287.13,18.24,49,43,1,100,5,16,NA,23.13,2,2,20.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3007,3007,10,3,2,8,16,N20317,NA,N14218/N17504,2202,18N102-06-05,19-20T218,18A0102-18L102-18-19T14-19T1007-19-20T218,2022,SVREC,201,1585,1446.98,19.32,52,45,2,96,5,16,NA,25.66,2,2,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3008,3008,19,3,2,8,17,N21520,NA,N17504/N14229,2202,18N147-03-02,20T2159,18A0147-18L144-18-19T199-19T1090-20T2159,2022,SVREC,216,1584,1192.97,19.32,50,50,2,100,5,16,NA,21.16,3,1,19.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3009,3009,2,3,2,8,18,N20388,NA,B15430/N14229,2202,18B224-01-01,19-20T635,18A0224-18L221-18-19T548-19T1246-19-20T635,2022,SVREC,227,1583,907.2,18.77,49,49,2,100,5,16,NA,16.2,4,2,20.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3010,3010,24,3,2,8,19,N21514,NA,N15306/N17504,2202,18N121-09-03,20T2102,18A0121-18L119-18-19T102-19T1049-20T2102,2022,SVREC,242,1582,1242.86,19.79,50,47,2,99,5,16,NA,21.91,3,2,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3011,3011,4,3,3,9,15,N19277,NA,N14229/N14218,2202,17N113-05-R109-02,18-19T1452,17A0113-17L143-18T1903-18-19T1452,2022,SVREC,191,1615,1936.87,19.4,49,44,2,100,5,16,NA,34.31,1,3,20.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3012,3012,9,3,3,9,16,N19243,NA,N15331/N16405,2202,17N136-01-01,18-19T398,17A0136-17L164-17-18T359-18T1110-18-19T398,2022,SVREC,200,1616,1496.88,19.99,51,50,1,99,5,16,NA,26.32,2,3,22.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3013,3013,23,3,3,9,17,N21526,NA,N17506/N14229,2202,18N155-07-02,20T2219,18A0155-18L152-18-19T269-19T1127-20T2219,2022,SVREC,217,1617,1569.46,19.99,52,47,2,100,5,16,NA,27.6,2,2,20.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3014,3014,5,3,3,9,18,N20404,NA,B16505/N17504,2202,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,2022,SVREC,226,1618,1401.62,19.98,51,48,2,96,5,16,NA,24.65,3,2,22.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3015,3015,17,3,3,9,19,I22001,LIBERTY,LIBERTY,2202,Provita 15095,NA,NA,2022,SVREC,243,1619,1174.82,19.41,49,51,3,100,5,16,NA,20.81,3,2,21.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3016,3016,22,3,4,10,15,N21522,NA,N17504/B15430,2202,18N152-08-04,20T2190,18A0152-18L149-18-19T242-19T1113-20T2190,2022,SVREC,192,1986,1632.96,19.22,51,50,2,99,5,16,NA,28.99,3,2,21.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3017,3017,3,3,4,10,16,N20395,NA,B16504/N17504,2202,18B245-01-01,19-20T769,18A0245-18L241-18-19T681-19T1318-19-20T769,2022,SVREC,199,1985,1778.11,19.24,51,49,3,99,5,16,NA,31.56,2,2,21.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3018,3018,1,3,4,10,17,N20401,NA,B16505/N17504,2202,18B258-01-01,19-20T803,18A0258-18L254-18-19T754-19T1354-19-20T803,2022,SVREC,218,1984,1678.32,20.31,52,49,3,100,5,16,NA,29.4,2,2,21.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3019,3019,6,3,4,10,18,N18105,NA,N13131/N14201,2202,16N107-04-03,17-18T454,16A0107-16L106-16-17T25-17T1013-17-18T454,2022,SVREC,225,1983,1623.89,19.14,50,55,2,99,5,16,NA,28.86,2,2,21.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3020,3020,18,3,4,10,19,N21525,NA,N17506/N14229,2202,18N155-06-02,20T2214,18A0155-18L152-18-19T268-19T1126-20T2214,2022,SVREC,244,1982,1474.2,19.4,51,51,2,97,5,16,NA,26.12,3,2,20.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3021,3021,15,3,5,11,15,N11283,ALPENA,"MEDALIST/N08003, ALPENA",2202,09N058 -05-05,NA,NA,2022,SVREC,193,2015,1619.35,19.78,49,45,2,100,5,16,NA,28.55,2,2,20.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3022,3022,25,3,5,11,16,N21532,NA,B16504/B11519,2202,18B232-03-05,20T2352,18A0232-18L229-18-19T606-19T1278-20T2352,2022,SVREC,198,2016,1855.22,19.67,51,49,2,101,5,16,NA,32.76,2,2,21.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3023,3023,13,3,5,11,17,N18103,NA,N13120/PR00806-81,2202,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,2022,SVREC,219,2017,1274.62,20.39,50,44,2,100,5,16,NA,22.3,1,3,23.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3024,3024,12,3,5,11,18,N20384,NA,N14229/N17506,2202,18N108-02-03,19-20T432,18A0108-18L163-18-19T299-19T1138-19-20T432,2022,SVREC,224,2018,1456.06,19.97,51,45,2,98,5,16,NA,25.61,1,2,22.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3025,3025,20,3,5,11,19,N21510,NA,N15306/N14229,2202,18N118-02-02,20T2079,18A0118-18L116-18-19T75-19T1037-20T2079,2022,SVREC,245,2019,1628.42,19.81,50,45,2,97,5,16,NA,28.7,1,2,20.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3026,3026,16,3,6,12,15,I21920,HMS BOUNTY,HMS BOUNTY,2202,"Provita, 12047",NA,navy,2022,SVREC,194,2386,1070.5,19.5,49,44,1,101,6,16,NA,18.94,3,1,19.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3027,3027,28,3,6,12,16,N21528,NA,N17506/B15430,2202,18N158-01-02,20T2225,18A0158-18L155-18-19T283-19T1132-20T2225,2022,SVREC,197,2385,1410.7,20.22,51,54,2,97,6,16,NA,24.74,3,1,22.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3028,3028,27,3,6,12,17,N21524,NA,N17504/B17106,2202,18N153-04-04,20T2196,18A0153-18L150-18-19T248-19T1116-20T2196,2022,SVREC,220,2384,1183.9,19.52,52,49,2,97,6,16,NA,20.94,3,3,19.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3029,3029,7,3,6,12,18,N19246,NA,N15331/N16405,2202,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,2022,SVREC,223,2383,1469.66,20.07,50,44,2,97,6,16,NA,25.82,3,2,21.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_3030,3030,29,3,6,12,19,N21513,NA,N15306/N16405,2202,18N120-03-01,20T2096,18A0120-18L118-18-19T90-19T1044-20T2096,2022,SVREC,246,2382,1174.82,19.94,51,47,1,97,6,16,NA,20.67,3,1,18.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4001,4001,22,4,1,7,20,N21522,NA,N17504/B15430,2202,18N152-08-04,20T2190,18A0152-18L149-18-19T242-19T1113-20T2190,2022,SVREC,254,1220,1224.72,19.76,50,51,2,99,5,16,NA,21.6,3,2,18.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4002,4002,14,4,1,7,21,N22639,NA,B19330/B19302,2202,20B289-01-06,21-22T987,20A0289-20L285-20-21T735-21T1445-21-22T987,2022,SVREC,267,1221,1308.25,18.31,49,50,1,100,5,16,NA,23.49,2,1,20.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4003,4003,5,4,1,7,22,N20404,NA,B16505/N17504,2202,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,2022,SVREC,280,1222,1179.36,19.62,48,47,2,100,5,16,NA,20.84,1,3,20.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4004,4004,21,4,1,7,23,N21511,NA,N15306/N15337,2202,18N119-06-02,20T2083,18A0119-18L117-18-19T87-19T1042-20T2083,2022,SVREC,293,1223,1233.79,18.91,50,48,2,97,5,16,NA,21.99,2,2,22.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4005,4005,28,4,1,7,24,N21528,NA,N17506/B15430,2202,18N158-01-02,20T2225,18A0158-18L155-18-19T283-19T1132-20T2225,2022,SVREC,306,1224,1306.37,19.66,52,55,2,100,5,16,NA,23.07,2,2,20.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4006,4006,6,4,2,8,20,N18105,NA,N13131/N14201,2202,16N107-04-03,17-18T454,16A0107-16L106-16-17T25-17T1013-17-18T454,2022,SVREC,253,1581,1292.76,19.1,50,48,2,100,5,16,NA,22.99,3,2,19.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4007,4007,29,4,2,8,21,N21513,NA,N15306/N16405,2202,18N120-03-01,20T2096,18A0120-18L118-18-19T90-19T1044-20T2096,2022,SVREC,268,1580,1192.97,19.04,49,47,2,100,5,16,NA,21.23,3,1,19.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4008,4008,30,4,2,8,22,N21503,NA,N14218/N17504,2202,18N102-01-01,20T2015,18A0102-18L102-18-19T9-19T1005-20T2015,2022,SVREC,279,1579,1369.87,20.02,50,49,2,100,5,16,NA,24.08,2,2,17.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4009,4009,15,4,2,8,23,N11283,ALPENA,"MEDALIST/N08003, ALPENA",2202,09N058 -05-05,NA,NA,2022,SVREC,294,1578,1265.54,19.13,49,55,2,100,5,16,NA,22.5,2,2,19.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4010,4010,10,4,2,8,24,N20317,NA,N14218/N17504,2202,18N102-06-05,19-20T218,18A0102-18L102-18-19T14-19T1007-19-20T218,2022,SVREC,305,1577,1319.98,18.8,50,45,2,97,5,16,NA,23.56,2,2,20.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4011,4011,13,4,3,9,20,N18103,NA,N13120/PR00806-81,2202,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,2022,SVREC,252,1620,1310.9,19.67,51,43,2,101,5,16,NA,23.15,3,2,24.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4012,4012,3,4,3,9,21,N20395,NA,B16504/N17504,2202,18B245-01-01,19-20T769,18A0245-18L241-18-19T681-19T1318-19-20T769,2022,SVREC,269,1621,1583.06,19.55,50,49,1,100,5,16,NA,27.99,2,1,21.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4013,4013,8,4,3,9,22,N19284,NA,G14505/X16708,2202,16G318-07-R109-01,18-19T1462,16A3002-17L302-18T1919-18-19T1462,2022,SVREC,278,1622,1632.96,19.22,52,56,2,100,5,16,NA,28.99,3,3,18.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4014,4014,27,4,3,9,23,N21524,NA,N17504/B17106,2202,18N153-04-04,20T2196,18A0153-18L150-18-19T248-19T1116-20T2196,2022,SVREC,295,1623,1578.53,19.79,52,50,3,99,5,16,NA,27.83,2,3,20.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4015,4015,4,4,3,9,24,N19277,NA,N14229/N14218,2202,17N113-05-R109-02,18-19T1452,17A0113-17L143-18T1903-18-19T1452,2022,SVREC,304,1624,1710.07,19.78,50,50,3,100,5,16,NA,30.15,1,3,20.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4016,4016,11,4,4,10,20,N18122,NA,N15334/N15335,2202,16N153-02-02,17-18T500,16A0153-16L149-16-17T149-17T1077-17-18T500,2022,SVREC,251,1981,1651.1,19.58,50,58,2,101,5,16,NA,29.19,2,2,26.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4017,4017,24,4,4,10,21,N21514,NA,N15306/N17504,2202,18N121-09-03,20T2102,18A0121-18L119-18-19T102-19T1049-20T2102,2022,SVREC,270,1980,1746.36,19.59,50,47,2,100,5,16,NA,30.87,2,2,20.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4018,4018,12,4,4,10,22,N20384,NA,N14229/N17506,2202,18N108-02-03,19-20T432,18A0108-18L163-18-19T299-19T1138-19-20T432,2022,SVREC,277,1979,1487.81,19.38,50,54,2,97,5,16,NA,26.36,1,2,20.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4019,4019,7,4,4,10,23,N19246,NA,N15331/N16405,2202,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,2022,SVREC,296,1978,1705.54,18.59,49,46,2,96,5,16,NA,30.52,1,2,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4020,4020,17,4,4,10,24,I22001,LIBERTY,LIBERTY,2202,Provita 15095,NA,NA,2022,SVREC,303,1977,1578.53,19.39,48,47,2,100,5,16,NA,27.97,2,2,23.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4021,4021,19,4,5,11,20,N21520,NA,N17504/N14229,2202,18N147-03-02,20T2159,18A0147-18L144-18-19T199-19T1090-20T2159,2022,SVREC,250,2020,1601.21,19.28,51,49,1,97,5,16,NA,28.41,1,2,20.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4022,4022,16,4,5,11,21,I21920,HMS BOUNTY,HMS BOUNTY,2202,"Provita, 12047",NA,navy,2022,SVREC,271,2021,1170.29,19.12,49,50,2,102,5,16,NA,20.81,3,2,20.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4023,4023,1,4,5,11,22,N20401,NA,B16505/N17504,2202,18B258-01-01,19-20T803,18A0258-18L254-18-19T754-19T1354-19-20T803,2022,SVREC,276,2022,1592.14,18.71,52,49,2,100,5,16,NA,28.45,1,2,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4024,4024,25,4,5,11,23,N21532,NA,B16504/B11519,2202,18B232-03-05,20T2352,18A0232-18L229-18-19T606-19T1278-20T2352,2022,SVREC,297,2023,1601.21,19.5,50,52,1,99,5,16,NA,28.33,3,1,21.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4025,4025,9,4,5,11,24,N19243,NA,N15331/N16405,2202,17N136-01-01,18-19T398,17A0136-17L164-17-18T359-18T1110-18-19T398,2022,SVREC,302,2024,1505.95,19.08,50,49,1,96,5,16,NA,26.79,3,1,21.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4026,4026,2,4,6,12,20,N20388,NA,B15430/N14229,2202,18B224-01-01,19-20T635,18A0224-18L221-18-19T548-19T1246-19-20T635,2022,SVREC,249,2381,1251.94,19.61,49,49,2,97,6,16,NA,22.12,4,3,21.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4027,4027,23,4,6,12,21,N21526,NA,N17506/N14229,2202,18N155-07-02,20T2219,18A0155-18L152-18-19T269-19T1127-20T2219,2022,SVREC,272,2380,1669.25,20.05,51,48,2,97,6,16,NA,29.33,3,2,20.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4028,4028,18,4,6,12,22,N21525,NA,N17506/N14229,2202,18N155-06-02,20T2214,18A0155-18L152-18-19T268-19T1126-20T2214,2022,SVREC,275,2379,1270.08,19.19,52,49,2,96,6,16,NA,22.56,4,2,20.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4029,4029,26,4,6,12,23,N21523,NA,N17504/B15430,2202,18N152-08-06,20T2192,18A0152-18L149-18-19T242-19T1113-20T2192,2022,SVREC,298,2378,1319.98,20.1,52,48,2,97,6,16,NA,23.18,4,2,20.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_4030,4030,20,4,6,12,24,N21510,NA,N15306/N14229,2202,18N118-02-02,20T2079,18A0118-18L116-18-19T75-19T1037-20T2079,2022,SVREC,301,2377,1769.04,19.41,49,50,2,97,5,16,NA,31.34,3,1,22.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
